barb,钩子,,,,,,,,,rebarbative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bark,船,,,,,,,,,debark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrass,套子,,,,,,,,,embarrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,卑鄙;低,,,,,,,,,abasement,debase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baste,棒打,,,,,,,,,lambaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat,走,,,,,,,,,acrobat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beat,幸福,,,,,,,,,beatific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beck,听人命令,,,,,,,,,beckon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bell,战争;美的;铃铛,,,,,,,,,bellicose,belligerent,embellish,embellishment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bene,好,ben,,,,,,,,benefactor,beneficient,beneficiary,benevolent,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bi,两个,,,,,,,,,bias,bilateral,bifurcate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bibe,喝,,,,,,,,,imbibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biblio,书,,,,,,,,,bibliomania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bio,生命,,,,,,,,,synbiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitter,苦,,,,,,,,,embitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blanc,白,,,,,,,,,blanch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blat,闲聊,,,,,,,,,blatant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blem, 弄伤,,,,,,,,,blemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blight,使枯萎,,,,,,,,,blightened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bliss,天赐福利,,,,,,,,,bliss ,blissful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloat,膨胀,,,,,,,,,bloated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block,阻碍,,,,,,,,,blockade,blockage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blown,盛开的,,,,,,,,,full-blown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boast,自夸,,,,,,,,,boastfulness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bode,兆头,,,,,,,,,forebode,bode,boding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bog,使…陷入泥沼,,,,,,,,,boggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boister,喧闹,,,,,,,,,boisterous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bold,大胆,,,,,,,,,embolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bole,扔,,,,,,,,,hyperbole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bon,好,,,,,,,,,bonus,bonhomie,bonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bount,好,,,,,,,,,bounteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bov,牛,,,,,,,,,bonvine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brac,胳膊,,,,,,,,,embrace,brace,bracelet,bracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brass,黄铜,bras,braz,,,,,,,brassy,brazen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brat,孩子,,,,,,,,,brat,brattish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brav,勇敢,,,,,,,,,bravado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breed,养育,bred,,,,,,,,lowbred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brev,短,,,,,,,,,abbreviate,brevity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brief,简短的,,,,,,,,,debrief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brilli,发光,,,,,,,,,brilliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brine,盐水,brin,,,,,,,,briny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bro,混乱,,,,,,,,,imbroglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broider,刺绣,,,,,,,,,embroider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broil,争吵,,,,,,,,,embroil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brut,野蛮的,bru,,,,,,,,brusque,brusqueness,brute,brutality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buc,牛 ,,,,,,,,,bucolic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bud,花蕾,burg,,,,,,,,burgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buk,打,,,,,,,,,rebuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bulk,巨大的体重;身高;形状,,,,,,,,,bulky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bund,接近的,,,,,,,,,moribund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bust,燃烧,,,,,,,,,combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butt,连接;顶撞,but,,,,,,,,abut,rebuttal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caco,不好的,,,,,,,,,cacophonous,cacophony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cad,落,cid,,,,,,,,decadence,deciduous,cadence,cadge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cage,笼子,caj,,,,,,,,cajole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calam,大灾祸,,,,,,,,,calamity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calc,石头,calcitr,,,,,,,,recalcitrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcul,计算,,,,,,,,,calculable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
callus,老茧,,,,,,,,,callous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calumn,欺诈,,,,,,,,,calumny,calumniate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can,能,,,,,,,,,cannnity,canny,uncanny,canorous,canvass,canyon,canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand,白;发光,cend,cen,,,,,,,candid,candor,incandescent,incendiary,incense,incentive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cant,说唱;瓶口;黑话,cent,,,,,,,,accentuate,decant,recant,cantankerous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap,能力,,,,,,,,,incapacitate,capacious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capit,头;资本;首要的,,,,,,,,,capitulate,recapitulate,capitalism,capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capsule,胶囊,,,,,,,,,encapsulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capt,拿,cap,,,,,,,,captious,capricious,captivating,capture,caption,captivate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carcer,监狱,,,,,,,,,incarcerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
card,心,,,,,,,,,cardiac,cardinal,cardiologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carn,肉,carr,,,,,,,,carnage,carnivorous,incarnate,carrion,reincarnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cast,扔;铸造,,,,,,,,,catigate,forecast,recast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cata,向下,,,,,,,,,catalyze,catastrophe,catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caten,铁链,,,,,,,,,concatenate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cathar,清洁,,,,,,,,,catharsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caud,尾巴,,,,,,,,,caudal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caus,烧灼,,,,,,,,,caustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caution,小心;谨慎,,,,,,,,,cautionary,cautious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cav,洞,,,,,,,,,cavil,cavity,excavate,concave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caval,骑马,chival,,,,,,,,chivalrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ced,割让;切,cession,cis,,,,,,,concede,cede,cession,concession,excise,incise,incisive,incision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cede,走,cess,ced,,,,,,,accede,excess,excessvie,excessively,recede,recessive,acedia,antecedence,cede,susceptible,deception,exceptional,exceptionable,intercept,precept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cept,接受;认为;拿,ceit,ceipt,,,,,,,conceive,conceit,deceit,intercede,misperceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celebr,著名;庆祝;赞扬,,,,,,,,,celebrated,celebrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celer,速度,,,,,,,,,accelerate,celerity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celest,天空,,,,,,,,,celestial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celib,独身,,,,,,,,,celibate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,细胞,,,,,,,,,cellular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cens,评价,,,,,,,,,censorious,censure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cent,百,centi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centr,中心,,,,,,,,,centralization,concentrate,concentration,concentric,eccentric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cephal,头,,,,,,,,,cephalic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceram,陶瓷,,,,,,,,,ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cerebr,脑,,,,,,,,,cerebral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cert,确定,,,,,,,,,certitude,certification,incertitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cess,走,,,,,,,,,cessation,incessant,accessory,procession,recess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaff,玩笑,,,,,,,,,chaffing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
char,善良;关心,chal,,,,,,,,charismatic,charitable,nonchalance,nonchalant,nonchalantly,uncharitable,charisma,chariy,charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaste,贞洁的,,,,,,,,,chaste,chasten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cherub,小天使,,,,,,,,,cherubic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chic,聪明;时髦,,,,,,,,,chic,chicanery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choler,胆汁,,,,,,,,,choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chor,和声的;舞蹈的,,,,,,,,,chorale,choreographic,chorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrom,颜色,,,,,,,,,monochromatic,monolith,monopolize,chromatic,chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chron,时代,,,,,,,,,anachronistic,chronological,synchronous,chronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cide,杀,,,,,,,,,pesticide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cili,眉毛;纤毛,,,,,,,,,supersilious,ciliate,conciliate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cinct,束起,,,,,,,,,succinct,subcinctness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciner,灰,,,,,,,,,incinerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cip,落;抓;拿,cid,,,,,,,,emancipate,deciduous,incidence,incidental,incipient,participate,participation,recipient,reciprocally,reciprocate,reciprocation,reciprocity,anticipate,recipe,reciprocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipher,密码,,,,,,,,,decipher,encipher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circul,绕圈;圆,circum,circ,,,,,,,circuitous,circulate,circulation,circumlocution,circumspect,circumstantial,circumvent,circumscribe,circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cis,切,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cit,引用;唤起,,,,,,,,,cite,excite,recital,resuscitate,solicit,solicitous,solicitude,citation,incite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
